human_gene,human_SIX2_normalized_ regulatory_score,ITGA8+_cells_RPKM,mouse_gene,mouse_Six2_normalized_ regulatory_score,Cited1+_cells_RPKM,z_score
TMED9,0.000,82.707,Tmed9,0.000,63.630,0.000
ODAM,0.000,0.089,Odam,0.000,0.000,0.000
MFSD3,0.000,9.471,Mfsd3,0.000,1.815,0.000
KLHDC2,0.000,41.180,Klhdc2,0.000,58.500,0.000
NKPD1,0.000,0.503,Nkpd1,0.000,0.146,0.000
LYG1,0.000,1.226,Lyg1,0.000,0.000,0.000
SERPINB5,0.000,0.000,Serpinb5,0.000,0.024,0.000
AWAT1,0.000,0.081,Awat1,0.000,0.000,0.000
MRPL10,0.000,20.237,Mrpl10,0.000,27.730,0.000
PRM3,0.000,0.000,Prm3,0.000,0.000,0.000
GABARAPL1,0.000,22.678,Gabarapl1,0.000,19.320,0.000
PTPN4,0.000,2.600,Ptpn4,0.000,3.728,0.000
ARIH1,0.000,17.193,Arih1,0.000,21.380,0.000
HRH2,0.000,0.452,Hrh2,0.000,0.005,0.000
EIF5B,0.000,14.411,Eif5b,0.000,16.330,0.000
METTL14,0.000,8.212,Mettl14,0.000,11.940,0.000
CNN1,0.000,1.256,Cnn1,0.000,0.127,0.000
SH3BGR,0.000,2.548,Sh3bgr,0.000,1.174,0.000
DPCR1,0.000,0.000,Dpcr1,0.000,0.035,0.000
NACAD,0.000,3.347,Nacad,0.000,0.119,0.000
ZBTB26,0.000,8.029,Zbtb26,0.000,4.865,0.000
PLD4,0.000,5.966,Pld4,0.000,2.421,0.000
ASTN2,0.221,16.943,Astn2,0.000,0.197,0.470
POLR3D,0.000,13.811,Polr3d,0.000,17.240,0.000
DOHH,0.000,8.819,Dohh,0.000,26.120,0.000
MOSPD1,0.000,7.211,Mospd1,0.000,4.427,0.000
CHST3,0.726,6.617,Chst3,0.000,0.704,0.852
JOSD2,0.000,5.270,Josd2,0.000,18.740,0.000
ALPL,0.000,1.143,Alpl,0.000,5.022,0.000
IL7R,0.000,0.154,Il7r,0.000,0.000,0.000
IL2,0.000,0.000,Il2,0.000,0.000,0.000
FUT2,0.000,2.202,Fut2,0.000,0.357,0.000
PLD3,0.000,86.721,Pld3,0.000,15.750,0.000
PRF1,0.316,0.754,Prf1,0.000,0.004,0.562
PFN1,0.000,213.657,Pfn1,0.000,332.000,0.000
TMEM208,0.000,18.273,Tmem208,0.000,22.290,0.000
FTSJ3,0.000,12.944,Ftsj3,0.000,28.600,0.000
TMEM128,0.000,15.148,Tmem128,0.000,23.590,0.000
MTMR7,0.000,1.918,Mtmr7,0.000,0.596,0.000
CASP9,0.000,17.398,Casp9,0.000,8.955,0.000
ITGA6,1.136,17.364,Itga6,0.000,9.478,1.066
DBF4,0.000,3.874,Dbf4,0.000,13.950,0.000
MBD3L1,0.000,0.000,Mbd3l1,0.000,0.000,0.000
PAK2,0.000,17.611,Pak2,0.000,26.660,0.000
GGT7,0.000,16.675,Ggt7,0.000,1.059,0.000
CRYGB,0.000,0.000,Crygb,0.000,0.000,0.000
ZER1,0.000,14.970,Zer1,0.000,11.660,0.000
PLA2G5,0.000,0.057,Pla2g5,0.000,0.040,0.000
SCUBE3,0.568,6.368,Scube3,0.000,6.536,0.754
KRT18,1.294,33.831,Krt18,0.000,3.999,1.137
POP4,0.000,5.227,Pop4,0.000,21.990,0.000
ANAPC11,0.000,60.025,Anapc11,0.000,10.330,0.000
UFC1,0.000,51.018,Ufc1,0.000,37.310,0.000
MXD1,0.000,10.096,Mxd1,0.000,6.590,0.000
U2AF1L4,0.000,10.362,U2af1l4,0.000,21.330,0.000
DHX57,0.000,7.102,Dhx57,0.000,7.932,0.000
ZNFX1,0.316,4.726,Znfx1,0.000,2.419,0.562
UBC,2.099,387.112,Ubc,0.000,55.900,1.449
OLIG1,0.000,0.093,Olig1,0.000,0.007,0.000
GNPNAT1,0.000,6.624,Gnpnat1,0.000,5.719,0.000
SLC39A9,0.000,12.652,Slc39a9,0.000,9.593,0.000
ANKRD39,0.000,5.551,Ankrd39,0.000,3.092,0.000
OTOR,0.000,0.076,Otor,0.000,0.032,0.000
DDB2,0.000,8.331,Ddb2,0.000,3.603,0.000
ANP32B,0.000,109.683,Anp32b,0.000,264.400,0.000
QSER1,0.000,10.964,Qser1,0.000,13.950,0.000
CLDN4,0.000,15.340,Cldn4,0.000,0.818,0.000
LTB,0.000,0.559,Ltb,0.000,0.066,0.000
WAS,0.000,4.330,Was,0.000,1.150,0.000
CRYAB,0.600,1.778,Cryab,0.000,0.625,0.774
EXOSC7,0.000,22.630,Exosc7,0.000,24.820,0.000
PHF20,0.931,8.387,Phf20,0.000,10.340,0.965
LRRC45,0.410,12.972,Lrrc45,0.000,14.960,0.640
SPAG7,0.000,51.517,Spag7,0.000,49.230,0.000
GPT2,0.000,12.675,Gpt2,0.000,8.802,0.000
SLC41A1,0.000,7.306,Slc41a1,0.000,7.656,0.000
HSPBAP1,0.000,4.354,Hspbap1,0.000,1.646,0.000
DGKG,0.805,0.070,Dgkg,0.000,0.003,0.897
FOXP2,0.552,0.188,Foxp2,0.000,0.261,0.743
PSMD8,0.000,66.235,Psmd8,0.000,63.850,0.000
FEV,0.000,0.000,Fev,0.000,0.005,0.000
PTGDR,0.000,0.035,Ptgdr,0.000,0.000,0.000
FZD9,0.000,0.722,Fzd9,0.000,0.646,0.000
CDR2L,0.000,6.581,Cdr2l,0.000,5.458,0.000
BNIP3,0.000,24.505,Bnip3,0.000,14.970,0.000
SAP18,0.000,31.560,Sap18,0.000,4.737,0.000
PRM2,0.000,0.000,Prm2,0.000,0.012,0.000
RBBP7,0.000,54.803,Rbbp7,0.000,98.360,0.000
GPX7,0.000,35.640,Gpx7,0.000,12.120,0.000
IL18BP,0.000,7.373,Il18bp,0.000,1.083,0.000
AMD1,0.000,32.758,Amd1,0.000,0.003,0.000
HFE,0.000,0.775,Hfe,0.000,0.961,0.000
RPS8,0.000,2084.720,Rps8,0.000,1281.000,0.000
USP5,0.000,32.026,Usp5,0.000,39.870,0.000
RGS11,0.000,1.291,Rgs11,0.000,0.360,0.000
KCNH6,0.000,0.196,Kcnh6,0.000,0.003,0.000
PNLDC1,0.000,0.000,Pnldc1,0.000,0.338,0.000
CCDC59,0.000,13.871,Ccdc59,0.000,18.340,0.000
RPL35,0.300,1170.010,Rpl35,0.000,891.000,0.548
RPL36AL,0.000,116.540,Rpl36al,0.000,187.900,0.000
RPS21,0.000,995.408,Rps21,0.000,887.600,0.000
RPL15,0.000,570.115,Rpl15,0.000,411.100,0.000
TAF12,0.000,12.210,Taf12,0.000,11.740,0.000
RASSF7,0.000,13.918,Rassf7,0.000,6.895,0.000
SLC25A22,0.000,15.653,Slc25a22,0.000,13.750,0.000
PARP6,0.000,30.515,Parp6,0.000,5.679,0.000
GCLC,0.000,5.350,Gclc,0.000,9.319,0.000
MIP,0.000,0.040,Mip,0.000,0.128,0.000
NCAN,0.000,0.047,Ncan,0.000,0.079,0.000
KLK5,0.000,0.394,Klk5,0.000,0.000,0.000
ROMO1,0.000,67.527,Romo1,0.000,50.660,0.000
ZFR,0.410,27.259,Zfr,0.000,26.430,0.640
ANGPTL2,0.000,4.527,Angptl2,0.000,13.090,0.000
SLC30A3,0.000,6.026,Slc30a3,0.000,0.163,0.000
FUT11,0.000,5.524,Fut11,0.000,7.336,0.000
BRCA1,0.268,6.566,Brca1,0.000,6.342,0.518
MAGEA4,0.000,0.000,Magea4,0.000,0.000,0.000
HARS,0.000,25.544,Hars,0.000,31.710,0.000
NUAK2,0.000,6.436,Nuak2,0.000,0.531,0.000
ABCF2,0.000,16.028,Abcf2,0.000,39.040,0.000
LMAN2,0.000,45.381,Lman2,0.000,33.390,0.000
MRI1,0.000,11.045,Mri1,0.000,4.278,0.000
APOOL,0.000,4.247,Apool,0.000,17.350,0.000
TOMM7,0.505,59.426,Tomm7,0.000,33.900,0.711
BZW1,0.252,85.899,Bzw1,0.000,120.600,0.502
RNF39,0.000,0.981,Rnf39,0.000,0.055,0.000
AOAH,0.915,1.814,Aoah,0.000,0.231,0.957
MAPK3,0.000,25.709,Mapk3,0.000,42.620,0.000
PURB,0.000,17.439,Purb,0.000,24.450,0.000
KDM5D,0.000,0.036,Kdm5d,0.000,3.254,0.000
DCTN5,0.000,12.613,Dctn5,0.000,25.210,0.000
STX6,0.000,9.092,Stx6,0.000,17.740,0.000
ARRDC2,0.000,2.872,Arrdc2,0.000,2.519,0.000
CEP192,0.000,8.397,Cep192,0.000,7.491,0.000
C4A,0.000,0.611,C4a,0.000,0.210,0.000
GPR21,0.000,0.069,Gpr21,0.000,0.203,0.000
TEAD2,0.000,96.006,Tead2,0.000,148.900,0.000
PNMA1,0.000,53.168,Pnma1,0.000,0.827,0.000
RGS5,0.820,1.502,Rgs5,0.000,2.100,0.906
FBXO15,1.452,1.513,Fbxo15,0.000,0.066,1.205
NT5C,0.000,34.212,Nt5c,0.000,16.300,0.000
SPCS2,0.000,24.392,Spcs2,0.000,37.610,0.000
ADAD1,0.000,0.000,Adad1,0.000,0.049,0.000
MUL1,0.000,10.059,Mul1,0.000,7.554,0.000
GNAI1,0.000,15.313,Gnai1,0.000,3.525,0.000
ERCC1,0.000,37.302,Ercc1,0.000,12.270,0.000
TREM2,0.000,0.679,Trem2,0.000,2.063,0.000
ACTA1,0.000,6.026,Acta1,0.000,0.222,0.000
ZBTB34,0.331,5.996,Zbtb34,0.000,5.767,0.576
AADACL3,0.426,0.000,Aadacl3,0.000,0.000,0.653
NHLRC1,0.000,0.275,Nhlrc1,0.000,1.951,0.000
ANO3,1.057,0.067,Ano3,0.000,0.086,1.028
SF1,0.000,112.209,Sf1,0.000,70.670,0.000
ATP5C1,0.000,88.749,Atp5c1,0.000,165.800,0.000
ELK1,0.000,18.573,Elk1,0.000,11.320,0.000
SYP,0.000,0.433,Syp,0.000,0.398,0.000
PATE4,0.000,0.217,Pate4,0.000,0.007,0.000
EXOSC6,0.000,24.958,Exosc6,0.000,15.190,0.000
TTC30B,0.316,1.404,Ttc30b,0.000,1.733,0.562
CHST14,0.000,23.077,Chst14,0.000,10.920,0.000
FABP2,0.000,0.047,Fabp2,0.000,0.011,0.000
PPM1G,0.000,47.226,Ppm1g,0.000,56.970,0.000
EFNA2,0.000,10.702,Efna2,0.000,16.340,0.000
IL18,0.000,1.492,Il18,0.000,0.401,0.000
IL1B,0.000,155.140,Il1b,0.000,0.855,0.000
GCNT7,0.000,0.052,Gcnt7,0.000,0.057,0.000
PIP,0.316,0.000,Pip,0.000,0.000,0.562
NEDD8,0.000,115.477,Nedd8,0.000,118.600,0.000
NBL1,0.000,34.176,Nbl1,0.000,21.960,0.000
PRKAR2B,0.410,7.928,Prkar2b,0.000,11.690,0.640
PER2,0.000,4.857,Per2,0.000,2.416,0.000
PGS1,0.000,19.614,Pgs1,0.000,15.410,0.000
ALDH2,0.000,25.993,Aldh2,0.000,74.070,0.000
EIF2B5,0.000,13.288,Eif2b5,0.000,31.230,0.000
PDE8B,0.000,1.265,Pde8b,0.000,0.252,0.000
HPSE,0.000,1.058,Hpse,0.000,0.439,0.000
ASTL,0.000,0.971,Astl,0.000,0.003,0.000
PLG,0.000,0.240,Plg,0.000,0.003,0.000
DRP2,0.000,0.539,Drp2,0.000,0.233,0.000
CRYGC,0.000,0.000,Crygc,0.000,0.000,0.000
SLC2A7,0.000,0.000,Slc2a7,0.000,0.014,0.000
TAP1,0.000,2.651,Tap1,0.000,1.171,0.000
NMUR1,0.000,0.597,Nmur1,0.000,0.000,0.000
LY6K,0.000,0.065,Ly6k,0.000,0.037,0.000
GLT8D1,0.000,30.995,Glt8d1,0.000,16.780,0.000
LMF1,0.000,15.486,Lmf1,0.000,9.499,0.000
HAUS8,0.000,6.089,Haus8,0.000,9.377,0.000
BICD1,2.035,5.893,Bicd1,0.000,1.603,1.427
PRKAA2,0.000,1.940,Prkaa2,0.000,0.839,0.000
AMDHD1,0.000,0.000,Amdhd1,0.000,0.036,0.000
MYO1D,0.000,6.321,Myo1d,0.000,1.393,0.000
PKN1,0.000,43.268,Pkn1,0.000,23.250,0.000
RAB3D,0.347,4.974,Rab3d,0.000,1.947,0.589
RTBDN,0.000,0.331,Rtbdn,0.000,0.036,0.000
HDAC11,0.000,4.871,Hdac11,0.000,9.510,0.000
ARFIP2,0.000,11.401,Arfip2,0.000,17.770,0.000
PCK2,0.000,14.132,Pck2,0.000,7.983,0.000
MANF,0.757,50.584,Manf,0.000,29.340,0.870
SNRNP25,0.000,23.817,Snrnp25,0.000,15.660,0.000
CALR3,0.000,0.000,Calr3,0.000,0.439,0.000
RAB36,0.000,5.623,Rab36,0.000,3.958,0.000
ZZEF1,0.000,5.970,Zzef1,0.000,3.538,0.000
LCOR,0.000,7.421,Lcor,0.000,2.173,0.000
USP16,0.000,13.607,Usp16,0.000,9.474,0.000
USP51,0.000,1.287,Usp51,0.000,0.638,0.000
RINT1,0.000,4.699,Rint1,0.000,7.638,0.000
CD3G,0.000,1.192,Cd3g,0.000,0.000,0.000
KRTAP4-6,0.000,0.000,Krtap4-6,0.000,0.000,0.000
MOV10L1,0.000,0.085,Mov10l1,0.000,0.004,0.000
CHRDL1,0.268,8.537,Chrdl1,0.000,0.760,0.518
ERF,0.000,71.642,Erf,0.000,27.380,0.000
NFKBIL1,0.000,20.191,Nfkbil1,0.000,9.041,0.000
ADD1,0.000,70.306,Add1,0.000,42.990,0.000
CYBB,0.268,10.088,Cybb,0.000,0.961,0.518
F9,0.000,0.000,F9,0.000,0.000,0.000
GSTO2,0.000,13.370,Gsto2,0.000,0.238,0.000
ANKRD42,0.000,1.759,Ankrd42,0.000,2.492,0.000
DDIT4,1.026,23.488,Ddit4,0.000,23.640,1.013
PDDC1,0.347,25.089,Pddc1,0.000,19.860,0.589
RAB33A,0.000,0.640,Rab33a,0.000,0.282,0.000
SERPINB12,0.000,0.000,Serpinb12,0.000,0.000,0.000
RMRP,0.000,6.496,Rmrp,0.000,7.268,0.000
SNORD33,0.000,0.000,Snord33,0.000,0.088,0.000
SNORD35B,0.000,0.000,Snord35b,0.000,0.000,0.000
SNORD35A,0.000,0.000,Snord35a,0.000,0.000,0.000
GPR3,0.347,2.475,Gpr3,0.000,0.413,0.589
GABRA3,0.000,0.000,Gabra3,0.000,0.221,0.000
GABRA2,0.000,0.000,Gabra2,0.000,0.027,0.000
IL10RA,0.000,4.972,Il10ra,0.000,0.673,0.000
GP5,0.000,0.368,Gp5,0.000,0.064,0.000
TNNC2,0.316,1.210,Tnnc2,0.000,0.272,0.562
LRRC27,0.000,6.277,Lrrc27,0.000,1.120,0.000
CAV3,0.000,0.085,Cav3,0.000,0.031,0.000
VGF,0.000,0.329,Vgf,0.000,0.076,0.000
IL4I1,0.000,1.737,Il4i1,0.000,0.426,0.000
BATF2,0.000,0.399,Batf2,0.000,0.016,0.000
NKAIN2,0.363,1.030,Nkain2,0.000,0.047,0.602
GUCY1A2,1.215,0.667,Gucy1a2,0.000,0.653,1.102
SLC10A3,0.000,12.570,Slc10a3,0.000,3.493,0.000
FLNC,0.000,2.887,Flnc,0.000,5.402,0.000
DGUOK,0.000,32.400,Dguok,0.000,12.710,0.000
FLT3,0.000,0.133,Flt3,0.000,0.004,0.000
DNAJC6,0.000,0.328,Dnajc6,0.000,0.053,0.000
PCDHGB6,0.000,6.019,Pcdhgb6,0.000,1.926,0.000
PCDHGB5,0.000,8.555,Pcdhgb5,0.000,0.535,0.000
PCDHGB4,0.000,5.886,Pcdhgb4,0.000,0.629,0.000
PCDHGB2,0.000,2.413,Pcdhgb2,0.000,0.361,0.000
TUT1,0.000,9.274,Tut1,0.000,9.367,0.000
TRA2A,0.000,39.937,Tra2a,0.000,67.470,0.000
PCGF1,0.000,17.423,Pcgf1,0.000,12.920,0.000
GCC1,0.252,4.128,Gcc1,0.000,4.299,0.502
PHRF1,0.000,14.527,Phrf1,0.000,18.280,0.000
RNF207,0.000,4.723,Rnf207,0.000,0.652,0.000
FAM26D,0.000,0.000,Fam26d,0.000,0.000,0.000
CSF2RB,0.000,1.684,Csf2rb,0.000,0.266,0.000
GAD1,0.000,0.534,Gad1,0.000,0.022,0.000
PFKL,0.000,57.525,Pfkl,0.000,50.860,0.000
TFPT,0.000,11.169,Tfpt,0.000,9.806,0.000
TRIM55,0.000,0.127,Trim55,0.000,0.018,0.000
BMI1,0.000,27.043,Bmi1,0.000,23.250,0.000
KIR3DL2,0.000,0.000,Kir3dl2,0.000,0.000,0.000
TRIM54,0.000,1.617,Trim54,0.000,0.000,0.000
PDZD11,0.000,14.523,Pdzd11,0.000,20.500,0.000
CXCR3,0.000,0.000,Cxcr3,0.000,0.047,0.000
KLK12,0.000,0.000,Klk12,0.000,0.000,0.000
ANGPTL4,0.000,1.407,Angptl4,0.000,2.271,0.000
TULP1,0.000,0.357,Tulp1,0.000,1.508,0.000
NGB,0.000,0.058,Ngb,0.000,0.141,0.000
ZFPL1,0.000,14.682,Zfpl1,0.000,15.150,0.000
TEX12,0.000,0.103,Tex12,0.000,0.000,0.000
GDPD3,0.000,7.976,Gdpd3,0.000,0.721,0.000
KRT20,0.000,0.060,Krt20,0.000,0.039,0.000
NTN4,0.000,1.386,Ntn4,0.000,0.288,0.000
MARS2,0.000,1.138,Mars2,0.000,1.491,0.000
DTWD1,0.000,7.103,Dtwd1,0.000,4.630,0.000
WDTC1,0.000,25.684,Wdtc1,0.000,16.140,0.000
TMEM39B,0.379,16.015,Tmem39b,0.000,13.830,0.615
AURKAIP1,0.000,66.913,Aurkaip1,0.000,43.810,0.000
PDCD2L,0.000,7.483,Pdcd2l,0.000,12.170,0.000
NDUFS3,0.000,52.820,Ndufs3,0.000,58.320,0.000
FBXO24,0.000,0.485,Fbxo24,0.000,0.246,0.000
CAGE1,0.000,0.037,Cage1,0.000,0.288,0.000
DYDC2,0.000,1.186,Dydc2,0.000,0.000,0.000
TMEM87B,0.000,3.855,Tmem87b,0.000,6.068,0.000
AKAP8,0.000,12.891,Akap8,0.000,33.000,0.000
TMED2,0.000,57.468,Tmed2,0.000,88.090,0.000
ARPC1A,0.000,39.797,Arpc1a,0.000,49.130,0.000
PKP3,0.000,1.000,Pkp3,0.000,0.118,0.000
SERINC1,0.000,50.549,Serinc1,0.000,41.070,0.000
SRGN,0.000,68.141,Srgn,0.000,1.195,0.000
CRY2,0.000,6.394,Cry2,0.000,4.592,0.000
PPARD,0.000,15.501,Ppard,0.000,7.968,0.000
DAZAP2,0.000,42.729,Dazap2,0.000,61.310,0.000
KLK7,0.000,1.669,Klk7,0.000,0.033,0.000
BAIAP3,0.000,1.381,Baiap3,0.000,0.123,0.000
NKX2-6,0.000,0.000,Nkx2-6,0.000,0.000,0.000
OLIG3,0.852,0.000,Olig3,0.000,0.000,0.923
PTRF,0.000,11.531,Ptrf,0.000,5.014,0.000
RAD51AP1,0.000,8.935,Rad51ap1,0.000,8.127,0.000
TERT,0.379,0.279,Tert,0.000,3.058,0.615
SERTAD4,0.000,0.107,Sertad4,0.000,6.240,0.000
PODNL1,0.000,0.654,Podnl1,0.000,0.054,0.000
RFXANK,0.000,27.677,Rfxank,0.000,4.095,0.000
CD300A,0.000,2.716,Cd300a,0.000,0.990,0.000
PEX11A,0.000,3.295,Pex11a,0.000,2.882,0.000
CRYGS,0.000,1.358,Crygs,0.000,0.000,0.000
OAZ2,0.000,61.468,Oaz2,0.000,57.800,0.000
CYB5RL,0.000,2.064,Cyb5rl,0.000,1.775,0.000
CAMKK1,0.000,2.406,Camkk1,0.000,1.089,0.000
KLF15,0.000,1.663,Klf15,0.000,1.645,0.000
PGLS,0.000,57.112,Pgls,0.000,62.120,0.000
CHCHD5,0.000,22.149,Chchd5,0.000,8.486,0.000
NENF,0.000,24.566,Nenf,0.000,33.120,0.000
MOCOS,0.000,0.191,Mocos,0.000,0.061,0.000
QPCTL,0.000,6.156,Qpctl,0.000,4.639,0.000
APITD1,0.000,6.893,Apitd1,0.000,9.829,0.000
TAF1D,0.000,21.074,Taf1d,0.000,34.830,0.000
POLR2I,0.000,20.758,Polr2i,0.000,21.660,0.000
GLIPR1L2,0.000,4.259,Glipr1l2,0.000,0.000,0.000
CCDC39,0.000,1.058,Ccdc39,0.000,0.627,0.000
DLX5,0.000,0.079,Dlx5,0.000,0.022,0.000
SAG,0.000,0.000,Sag,0.000,0.034,0.000
CXCL2,0.000,17.640,Cxcl2,0.000,1.925,0.000
CCL25,0.000,0.484,Ccl25,0.000,0.715,0.000
DLX1,0.000,0.000,Dlx1,0.000,0.008,0.000
SCRG1,0.000,0.000,Scrg1,0.000,0.021,0.000
DHFR,0.000,31.661,Dhfr,0.000,6.546,0.000
PSMC3IP,0.000,12.811,Psmc3ip,0.000,14.090,0.000
CLCNKB,0.000,0.441,Clcnkb,0.000,0.340,0.000
RIMS3,0.000,0.838,Rims3,0.000,0.359,0.000
RIMS2,0.268,0.699,Rims2,0.000,0.108,0.518
UNG,0.000,52.259,Ung,0.000,26.670,0.000
PHF20L1,0.000,12.504,Phf20l1,0.000,7.647,0.000
GTF3C4,0.000,11.757,Gtf3c4,0.000,15.490,0.000
TOP1MT,0.000,12.466,Top1mt,0.000,1.768,0.000
ANLN,0.331,7.018,Anln,0.000,10.720,0.576
MFAP2,0.000,177.995,Mfap2,0.000,92.550,0.000
AMH,0.000,0.691,Amh,0.000,0.482,0.000
CHRNA7,0.000,9.128,Chrna7,0.000,0.256,0.000
KCNU1,5.191,0.000,Kcnu1,0.000,0.029,2.278
COL15A1,0.000,1.999,Col15a1,0.000,2.186,0.000
CAMP,0.442,0.000,Camp,0.000,0.042,0.665
PLA2G1B,0.000,0.000,Pla2g1b,0.000,0.013,0.000
ARG2,0.000,5.486,Arg2,0.000,0.276,0.000
TMX3,0.552,7.524,Tmx3,0.000,10.350,0.743
KLHL17,0.000,7.850,Klhl17,0.000,14.400,0.000
ZBTB12,0.000,28.163,Zbtb12,0.000,45.260,0.000
GTPBP3,0.000,15.528,Gtpbp3,0.000,10.750,0.000
NUS1,0.000,14.636,Nus1,0.000,14.190,0.000
NHP2L1,0.000,52.258,Nhp2l1,0.000,99.100,0.000
GDPD4,1.310,0.000,Gdpd4,0.000,0.000,1.144
PTCRA,0.000,0.000,Ptcra,0.000,0.259,0.000
SYCP1,0.000,0.029,Sycp1,0.000,0.328,0.000
GNG8,0.000,5.310,Gng8,0.000,0.471,0.000
GNG5,0.000,62.206,Gng5,0.000,123.100,0.000
TAL2,0.000,0.433,Tal2,0.000,0.019,0.000
STIM1,0.000,11.252,Stim1,0.000,4.089,0.000
FGF1,0.994,0.050,Fgf1,0.000,10.760,0.997
GNG3,0.000,3.224,Gng3,0.000,0.651,0.000
TAF6,0.000,28.949,Taf6,0.000,26.350,0.000
STAT6,0.000,13.843,Stat6,0.000,3.169,0.000
ARSA,0.000,3.829,Arsa,0.000,2.821,0.000
DYX1C1,0.000,4.679,Dyx1c1,0.000,1.052,0.000
UTP20,0.347,6.770,Utp20,0.000,9.536,0.589
SCLY,0.000,2.778,Scly,0.000,3.272,0.000
CCNDBP1,0.000,6.810,Ccndbp1,0.000,12.750,0.000
GUCA2B,0.000,0.000,Guca2b,0.000,0.024,0.000
GUCA1A,0.694,0.113,Guca1a,0.000,0.095,0.833
WNT8A,0.000,0.075,Wnt8a,0.000,0.000,0.000
HDAC1,0.000,69.013,Hdac1,0.000,80.290,0.000
GAD2,0.647,0.582,Gad2,0.000,0.041,0.804
CYP11B1,0.000,0.000,Cyp11b1,0.000,0.000,0.000
ATXN7L1,0.000,2.794,Atxn7l1,0.000,2.385,0.000
MFSD8,0.000,3.535,Mfsd8,0.000,1.750,0.000
POGK,1.452,24.789,Pogk,0.000,13.440,1.205
KPNB1,0.000,56.267,Kpnb1,0.000,100.800,0.000
FOXA1,1.278,0.030,Foxa1,0.000,0.005,1.131
FOXA3,0.000,0.000,Foxa3,0.000,0.018,0.000
JRK,0.000,7.732,Jrk,0.000,2.904,0.000
PPY,0.000,0.000,Ppy,0.000,0.008,0.000
KRT27,0.000,0.000,Krt27,0.000,0.000,0.000
RRAS,0.000,8.656,Rras,0.000,5.701,0.000
KRTAP24-1,0.000,0.000,Krtap24-1,0.000,0.000,0.000
FAM122C,0.000,4.924,Fam122c,0.000,0.000,0.000
CYB5D1,0.000,11.335,Cyb5d1,0.000,9.324,0.000
VPS29,0.000,33.518,Vps29,0.000,23.060,0.000
KRTAP20-2,0.000,0.000,Krtap20-2,0.000,0.000,0.000
CX3CL1,0.000,3.270,Cx3cl1,0.000,0.383,0.000
GABRR2,0.000,0.257,Gabrr2,0.000,0.064,0.000
ESRRA,0.000,7.270,Esrra,0.000,10.340,0.000
GABRB1,0.000,0.000,Gabrb1,0.000,0.000,0.000
B2M,0.000,164.494,B2m,0.000,16.920,0.000
CCNT1,0.000,8.790,Ccnt1,0.000,12.350,0.000
TOR1AIP2,0.363,6.350,Tor1aip2,0.000,3.503,0.602
STK32C,0.552,3.929,Stk32c,0.000,0.485,0.743
NFATC3,1.010,13.905,Nfatc3,0.000,18.390,1.005
CASP1,0.000,2.717,Casp1,0.000,0.375,0.000
ACOX1,0.000,4.959,Acox1,0.000,12.190,0.000
WTIP,0.000,15.773,Wtip,0.000,20.840,0.000
ASXL2,0.252,4.377,Asxl2,0.000,5.548,0.502
RTN4RL2,0.000,1.092,Rtn4rl2,0.000,3.360,0.000
GFRA4,0.000,0.158,Gfra4,0.000,2.088,0.000
DRD5,0.426,0.267,Drd5,0.000,0.000,0.653
HABP4,0.615,6.953,Habp4,0.000,12.390,0.784
UBE2G2,0.000,22.943,Ube2g2,0.000,23.110,0.000
GGCX,0.426,11.603,Ggcx,0.000,7.479,0.653
NBN,0.000,8.347,Nbn,0.000,12.150,0.000
CCDC157,0.000,4.964,Ccdc157,0.000,8.302,0.000
SFTA2,0.000,0.000,Sfta2,0.000,0.014,0.000
WFDC11,0.000,0.000,Wfdc11,0.000,0.000,0.000
ATF3,0.000,100.514,Atf3,0.000,6.713,0.000
TUBA1C,0.000,235.905,Tuba1c,0.000,7.894,0.000
AGT,0.000,0.568,Agt,0.000,0.029,0.000
VWA1,0.000,3.076,Vwa1,0.000,1.488,0.000
CNDP1,0.000,0.097,Cndp1,0.000,0.049,0.000
RUNX3,0.300,1.400,Runx3,0.000,0.075,0.548
SLC7A9,0.000,0.390,Slc7a9,0.000,0.166,0.000
SUSD2,0.000,0.583,Susd2,0.000,0.951,0.000
RAMP3,0.000,0.084,Ramp3,0.000,0.693,0.000
SSR1,0.000,8.409,Ssr1,0.000,17.860,0.000
GATAD1,0.000,14.364,Gatad1,0.000,25.250,0.000
COBLL1,0.536,0.839,Cobll1,0.000,1.300,0.732
MTO1,0.000,4.460,Mto1,0.000,6.691,0.000
TMEM106B,0.000,9.040,Tmem106b,0.000,6.390,0.000
ACTR8,0.000,9.611,Actr8,0.000,15.820,0.000
PPM1J,0.000,0.575,Ppm1j,0.000,0.389,0.000
TPTE,0.000,0.170,Tpte,0.000,0.006,0.000
RPL26,0.000,1266.030,Rpl26,0.000,1.484,0.000
EXTL1,0.000,0.735,Extl1,0.000,0.071,0.000
AS3MT,0.000,1.435,As3mt,0.000,5.231,0.000
RSF1,0.000,13.451,Rsf1,0.000,11.360,0.000
RASGRF1,0.000,0.000,Rasgrf1,0.000,0.003,0.000
ATP1A3,0.000,0.059,Atp1a3,0.000,0.089,0.000
PAPOLG,0.000,3.253,Papolg,0.000,4.102,0.000
ZBTB37,0.000,1.427,Zbtb37,0.000,1.426,0.000
FEM1C,1.057,6.126,Fem1c,0.000,12.380,1.028
LRRC46,0.000,0.730,Lrrc46,0.000,0.866,0.000
IFNA7,0.000,0.000,Ifna7,0.000,0.006,0.000
